-252,00 0,00 32,00 12,0646 297,000 242,500 0,000 0,1893 5,282 39.112 76,00 25,17 88,04
251,99 0,01 31,99 12,0614 296,879 242,379 0,121 0,1893 5,282 39.090 75,99 25,16 88,03
251,98 0,02 31,98 12,0583 296,759 242,259 0,241 0,1893 5,283 39.067 75,98 25,15 88,02
251,97 0,03 31,97 12,0551 296,638 242,138 0,362 0,1893 5,283 39.044 75,97 25,13 88,01
251,96 0,04 31,96 12,0520 296,518 242,018 0,482 0,1893 5,284 39.021 75,97 25,12 88,00
251,95 0,05 31,95 12,0488 296,397 241,897 0,603 0,1892 5,285 38.998 75,96 25,11 87,99
251,94 0,06 31,94 12,0456 296,277 241,777 0,723 0,1892 5,285 38.976 75,95 25,10 87,98
251,93 0,07 31,93 12,0425 296,156 241,656 0,844 0,1892 5,286 38.953 75,94 25,08 87,97
251,92 0,08 31,92 12,0393 296,036 241,536 0,964 0,1892 5,286 38.930 75,93 25,07 87,96
251,91 0,09 31,91 12,0362 295,915 241,415 1,085 0,1891 5,287 38.907 75,92 25,06 87,95
251,90 0,10 31,90 12,0330 295,795 241,295 1,205 0,1891 5,288 38.884 75,91 25,05 87,94
251,89 0,11 31,89 12,0299 295,675 241,175 1,325 0,1891 5,288 38.862 75,91 25,03 87,93
251,88 0,12 31,88 12,0267 295,555 241,055 1,445 0,1891 5,289 38.839 75,90 25,02 87,92
251,87 0,13 31,87 12,0236 295,434 240,934 1,566 0,1891 5,289 38.816 75,89 25,01 87,91
251,86 0,14 31,86 12,0204 295,314 240,814 1,686 0,1890 5,290 38.793 75,88 25,00 87,90
251,85 0,15 31,85 12,0172 295,194 240,694 1,806 0,1890 5,291 38.771 75,87 24,98 87,89
251,84 0,16 31,84 12,0141 295,074 240,574 1,926 0,1890 5,291 38.748 75,86 24,97 87,88
251,83 0,17 31,83 12,0109 294,954 240,454 2,046 0,1890 5,292 38.725 75,85 24,96 87,87
251,82 0,18 31,82 12,0078 294,833 240,333 2,167 0,1889 5,292 38.703 75,84 24,95 87,86
251,81 0,19 31,81 12,0046 294,713 240,213 2,287 0,1889 5,293 38.680 75,84 24,94 87,85
251,80 0,20 31,80 12,0015 294,593 240,093 2,407 0,1889 5,294 38.657 75,83 24,92 87,84
251,79 0,21 31,79 11,9983 294,473 239,973 2,527 0,1889 5,294 38.635 75,82 24,91 87,83
251,78 0,22 31,78 11,9952 294,353 239,853 2,647 0,1889 5,295 38.612 75,81 24,90 87,82
251,77 0,23 31,77 11,9920 294,233 239,733 2,767 0,1888 5,295 38.589 75,80 24,89 87,81
251,76 0,24 31,76 11,9889 294,114 239,614 2,886 0,1888 5,296 38.567 75,79 24,87 87,80
251,75 0,25 31,75 11,9857 293,994 239,494 3,006 0,1888 5,297 38.544 75,78 24,86 87,79
251,74 0,26 31,74 11,9826 293,874 239,374 3,126 0,1888 5,297 38.521 75,78 24,85 87,78
251,73 0,27 31,73 11,9794 293,754 239,254 3,246 0,1888 5,298 38.499 75,77 24,84 87,77
251,72 0,28 31,72 11,9763 293,634 239,134 3,366 0,1887 5,298 38.476 75,76 24,82 87,76
251,71 0,29 31,71 11,9731 293,515 239,015 3,485 0,1887 5,299 38.454 75,75 24,81 87,75
251,70 0,30 31,70 11,9700 293,395 238,895 3,605 0,1887 5,300 38.431 75,74 24,80 87,74
251,69 0,31 31,69 11,9668 293,275 238,775 3,725 0,1887 5,300 38.408 75,73 24,79 87,73
251,68 0,32 31,68 11,9637 293,155 238,655 3,845 0,1886 5,301 38.386 75,72 24,77 87,72
251,67 0,33 31,67 11,9605 293,036 238,536 3,964 0,1886 5,301 38.363 75,72 24,76 87,71
251,66 0,34 31,66 11,9574 292,916 238,416 4,084 0,1886 5,302 38.341 75,71 24,75 87,70
251,65 0,35 31,65 11,9542 292,797 238,297 4,203 0,1886 5,303 38.318 75,70 24,74 87,69
251,64 0,36 31,64 11,9511 292,677 238,177 4,323 0,1886 5,303 38.296 75,69 24,72 87,68
251,63 0,37 31,63 11,9479 292,558 238,058 4,442 0,1885 5,304 38.273 75,68 24,71 87,67
251,62 0,38 31,62 11,9448 292,438 237,938 4,562 0,1885 5,304 38.251 75,67 24,70 87,66
251,61 0,39 31,61 11,9417 292,319 237,819 4,681 0,1885 5,305 38.228 75,66 24,69 87,65
251,60 0,40 31,60 11,9385 292,199 237,699 4,801 0,1885 5,306 38.206 75,65 24,67 87,64
251,59 0,41 31,59 11,9354 292,080 237,580 4,920 0,1885 5,306 38.183 75,65 24,66 87,63
251,58 0,42 31,58 11,9322 291,961 237,461 5,039 0,1884 5,307 38.161 75,64 24,65 87,62
251,57 0,43 31,57 11,9291 291,841 237,341 5,159 0,1884 5,308 38.138 75,63 24,64 87,61
251,56 0,44 31,56 11,9259 291,722 237,222 5,278 0,1884 5,308 38.116 75,62 24,62 87,60
251,55 0,45 31,55 11,9228 291,603 237,103 5,397 0,1884 5,309 38.093 75,61 24,61 87,59
251,54 0,46 31,54 11,9196 291,484 236,984 5,516 0,1883 5,309 38.071 75,60 24,60 87,58
251,53 0,47 31,53 11,9165 291,364 236,864 5,636 0,1883 5,310 38.048 75,59 24,59 87,57
251,52 0,48 31,52 11,9134 291,245 236,745 5,755 0,1883 5,311 38.026 75,59 24,58 87,56
251,51 0,49 31,51 11,9102 291,126 236,626 5,874 0,1883 5,311 38.003 75,58 24,56 87,55
251,50 0,50 31,50 11,9071 291,007 236,507 5,993 0,1883 5,312 37.981 75,57 24,55 87,54
251,49 0,51 31,49 11,9039 290,888 236,388 6,112 0,1882 5,312 37.959 75,56 24,54 87,53
251,48 0,52 31,48 11,9008 290,769 236,269 6,231 0,1882 5,313 37.936 75,55 24,53 87,52
251,47 0,53 31,47 11,8976 290,650 236,150 6,350 0,1882 5,314 37.914 75,54 24,51 87,51
251,46 0,54 31,46 11,8945 290,531 236,031 6,469 0,1882 5,314 37.891 75,53 24,50 87,50
251,45 0,55 31,45 11,8914 290,412 235,912 6,588 0,1882 5,315 37.869 75,53 24,49 87,49
251,44 0,56 31,44 11,8882 290,293 235,793 6,707 0,1881 5,315 37.847 75,52 24,48 87,48
251,43 0,57 31,43 11,8851 290,174 235,674 6,826 0,1881 5,316 37.824 75,51 24,46 87,47
251,42 0,58 31,42 11,8819 290,056 235,556 6,944 0,1881 5,317 37.802 75,50 24,45 87,46
251,41 0,59 31,41 11,8788 289,937 235,437 7,063 0,1881 5,317 37.780 75,49 24,44 87,45
251,40 0,60 31,40 11,8757 289,818 235,318 7,182 0,1880 5,318 37.757 75,48 24,43 87,44
251,39 0,61 31,39 11,8725 289,699 235,199 7,301 0,1880 5,318 37.735 75,47 24,41 87,43
251,38 0,62 31,38 11,8694 289,581 235,081 7,419 0,1880 5,319 37.713 75,46 24,40 87,42
251,37 0,63 31,37 11,8662 289,462 234,962 7,538 0,1880 5,320 37.690 75,46 24,39 87,41
251,36 0,64 31,36 11,8631 289,343 234,843 7,657 0,1880 5,320 37.668 75,45 24,38 87,40
251,35 0,65 31,35 11,8600 289,225 234,725 7,775 0,1879 5,321 37.646 75,44 24,37 87,39
251,34 0,66 31,34 11,8568 289,106 234,606 7,894 0,1879 5,321 37.623 75,43 24,35 87,38
251,33 0,67 31,33 11,8537 288,987 234,487 8,013 0,1879 5,322 37.601 75,42 24,34 87,37
251,32 0,68 31,32 11,8506 288,869 234,369 8,131 0,1879 5,323 37.579 75,41 24,33 87,36
251,31 0,69 31,31 11,8474 288,750 234,250 8,250 0,1879 5,323 37.557 75,40 24,32 87,35
251,30 0,70 31,30 11,8443 288,632 234,132 8,368 0,1878 5,324 37.534 75,40 24,30 87,34
