"Instante lectura","Irradiación global diaria"
"2014-11-16 00:00:00.0","254.0"
"2014-11-17 00:00:00.0","453.0"
"2014-11-18 00:00:00.0","525.0"
"2014-11-19 00:00:00.0","323.0"
"2014-11-20 00:00:00.0","532.0"
"2014-11-21 00:00:00.0","619.0"
"2014-11-22 00:00:00.0","230.0"
"2014-11-23 00:00:00.0","65.0"
"2014-11-24 00:00:00.0","184.0"
"2014-11-25 00:00:00.0","176.0"
"2014-11-26 00:00:00.0","427.0"
"2014-11-27 00:00:00.0","401.0"
"2014-11-28 00:00:00.0","335.0"
"2014-11-29 00:00:00.0","351.0"
"2014-11-30 00:00:00.0","727.0"
"2014-12-01 00:00:00.0","270.0"
"2014-12-02 00:00:00.0","236.0"
"2014-12-03 00:00:00.0","309.0"
"2014-12-04 00:00:00.0","558.0"
"2014-12-05 00:00:00.0","462.0"
"2014-12-06 00:00:00.0","522.0"
"2014-12-07 00:00:00.0","266.0"
"2014-12-08 00:00:00.0","344.0"
"2014-12-09 00:00:00.0","450.0"
"2014-12-10 00:00:00.0","249.0"
"2014-12-11 00:00:00.0","667.0"
"2014-12-12 00:00:00.0","293.0"
"2014-12-13 00:00:00.0","185.0"
"2014-12-14 00:00:00.0","281.0"
"2014-12-15 00:00:00.0","381.0"
"2014-12-16 00:00:00.0","308.0"
"2014-12-17 00:00:00.0","240.0"
"2014-12-18 00:00:00.0","484.0"
"2014-12-19 00:00:00.0","237.0"
"2014-12-20 00:00:00.0","320.0"
"2014-12-21 00:00:00.0","262.0"
"2014-12-22 00:00:00.0","745.0"
"2014-12-23 00:00:00.0","221.0"
"2014-12-24 00:00:00.0","257.0"
"2014-12-25 00:00:00.0","483.0"
"2014-12-26 00:00:00.0","360.0"
"2014-12-27 00:00:00.0","402.0"
"2014-12-28 00:00:00.0","385.0"
"2014-12-29 00:00:00.0","817.0"
"2014-12-30 00:00:00.0","793.0"
"2014-12-31 00:00:00.0","731.0"
"2015-01-01 00:00:00.0","764.0"
"2015-01-02 00:00:00.0","607.0"
"2015-01-03 00:00:00.0","792.0"
"2015-01-04 00:00:00.0","758.0"
"2015-01-05 00:00:00.0","777.0"
"2015-01-06 00:00:00.0","773.0"
"2015-01-07 00:00:00.0","781.0"
"2015-01-08 00:00:00.0","487.0"
"2015-01-09 00:00:00.0","815.0"
"2015-01-10 00:00:00.0","846.0"
"2015-01-11 00:00:00.0","608.0"
"2015-01-12 00:00:00.0","873.0"
"2015-01-13 00:00:00.0","232.0"
"2015-01-14 00:00:00.0","408.0"
"2015-01-15 00:00:00.0","92.0"
"2015-01-16 00:00:00.0","472.0"
"2015-01-17 00:00:00.0","406.0"
"2015-01-18 00:00:00.0","223.0"
"2015-01-19 00:00:00.0","675.0"
"2015-01-20 00:00:00.0","586.0"
"2015-01-21 00:00:00.0","257.0"
"2015-01-22 00:00:00.0","316.0"
"2015-01-23 00:00:00.0","440.0"
"2015-01-24 00:00:00.0","339.0"
"2015-01-25 00:00:00.0","790.0"
"2015-01-26 00:00:00.0","968.0"
"2015-01-27 00:00:00.0","687.0"
"2015-01-28 00:00:00.0","373.0"
"2015-01-29 00:00:00.0","341.0"
"2015-01-30 00:00:00.0","154.0"
"2015-01-31 00:00:00.0","489.0"
"2015-02-01 00:00:00.0","748.0"
"2015-02-02 00:00:00.0","463.0"
"2015-02-03 00:00:00.0","409.0"
"2015-02-04 00:00:00.0","689.0"
"2015-02-05 00:00:00.0","684.0"
"2015-02-06 00:00:00.0","505.0"
"2015-02-07 00:00:00.0","716.0"
"2015-02-08 00:00:00.0","1226.0"
"2015-02-09 00:00:00.0","1302.0"
"2015-02-10 00:00:00.0","1266.0"
"2015-02-11 00:00:00.0","926.0"
"2015-02-12 00:00:00.0","532.0"
"2015-02-13 00:00:00.0","321.0"
"2015-02-14 00:00:00.0","458.0"
"2015-02-15 00:00:00.0","377.0"
"2015-02-16 00:00:00.0","455.0"
"2015-02-17 00:00:00.0","872.0"
"2015-02-18 00:00:00.0","1276.0"
"2015-02-19 00:00:00.0","800.0"
"2015-02-20 00:00:00.0","391.0"
"2015-02-21 00:00:00.0","972.0"
