"Instante lectura,""Presión"""
"2013-08-27 00:00:00.0,""904.5"""
"2013-08-28 00:00:00.0,""905.9"""
"2013-08-29 00:00:00.0,""908.1"""
"2013-08-30 00:00:00.0,""909.8"""
"2013-08-31 00:00:00.0,""911.0"""
"2013-09-01 00:00:00.0,""911.2"""
"2013-09-02 00:00:00.0,""911.3"""
"2013-09-03 00:00:00.0,""910.8"""
"2013-09-04 00:00:00.0,""907.0"""
"2013-09-05 00:00:00.0,""903.8"""
"2013-09-06 00:00:00.0,""903.7"""
"2013-09-07 00:00:00.0,""904.1"""
"2013-09-08 00:00:00.0,""909.7"""
"2013-09-09 00:00:00.0,""912.5"""
"2013-09-10 00:00:00.0,""909.8"""
"2013-09-11 00:00:00.0,""908.3"""
"2013-09-12 00:00:00.0,""909.4"""
"2013-09-13 00:00:00.0,""910.8"""
"2013-09-14 00:00:00.0,""909.4"""
"2013-09-15 00:00:00.0,""907.0"""
"2013-09-16 00:00:00.0,""905.5"""
"2013-09-17 00:00:00.0,""906.4"""
"2013-09-18 00:00:00.0,""907.4"""
"2013-09-19 00:00:00.0,""908.4"""
"2013-09-20 00:00:00.0,""909.3"""
"2013-09-21 00:00:00.0,""910.7"""
"2013-09-22 00:00:00.0,""910.2"""
"2013-09-23 00:00:00.0,""906.3"""
"2013-09-24 00:00:00.0,""903.2"""
"2013-09-25 00:00:00.0,""900.5"""
"2013-09-26 00:00:00.0,""899.2"""
"2013-09-27 00:00:00.0,""895.2"""
"2013-09-28 00:00:00.0,""891.4"""
"2013-09-29 00:00:00.0,""896.0"""
"2013-09-30 00:00:00.0,""895.8"""
"2013-10-01 00:00:00.0,""896.5"""
"2013-10-02 00:00:00.0,""896.5"""
"2013-10-03 00:00:00.0,""896.5"""
"2013-10-04 00:00:00.0,""905.4"""
"2013-10-05 00:00:00.0,""911.7"""
"2013-10-06 00:00:00.0,""911.6"""
"2013-10-07 00:00:00.0,""910.1"""
"2013-10-08 00:00:00.0,""910.1"""
"2013-10-09 00:00:00.0,""908.9"""
"2013-10-10 00:00:00.0,""905.7"""
"2013-10-11 00:00:00.0,""902.4"""
"2013-10-12 00:00:00.0,""903.9"""
"2013-10-13 00:00:00.0,""906.6"""
"2013-10-14 00:00:00.0,""906.2"""
"2013-10-15 00:00:00.0,""905.6"""
"2013-10-16 00:00:00.0,""908.2"""
"2013-10-17 00:00:00.0,""904.9"""
"2013-10-18 00:00:00.0,""898.3"""
"2013-10-19 00:00:00.0,""899.5"""
"2013-10-20 00:00:00.0,""902.7"""
"2013-10-21 00:00:00.0,""896.6"""
"2013-10-22 00:00:00.0,""890.7"""
"2013-10-23 00:00:00.0,""898.8"""
"2013-10-24 00:00:00.0,""894.3"""
"2013-10-25 00:00:00.0,""897.4"""
"2013-10-26 00:00:00.0,""904.8"""
"2013-10-27 00:00:00.0,""907.5"""
"2013-10-28 00:00:00.0,""905.5"""
"2013-10-29 00:00:00.0,""910.3"""
"2013-10-30 00:00:00.0,""911.2"""
"2013-10-31 00:00:00.0,""910.8"""
"2013-11-01 00:00:00.0,""906.3"""
"2013-11-02 00:00:00.0,""904.5"""
"2013-11-03 00:00:00.0,""907.3"""
"2013-11-04 00:00:00.0,""902.3"""
"2013-11-05 00:00:00.0,""907.8"""
"2013-11-06 00:00:00.0,""907.2"""
"2013-11-07 00:00:00.0,""904.6"""
"2013-11-08 00:00:00.0,""906.3"""
"2013-11-09 00:00:00.0,""911.3"""
"2013-11-10 00:00:00.0,""916.2"""
"2013-11-11 00:00:00.0,""915.5"""
"2013-11-12 00:00:00.0,""912.6"""
"2013-11-13 00:00:00.0,""913.0"""
"2013-11-14 00:00:00.0,""916.1"""
"2013-11-15 00:00:00.0,""912.0"""
"2013-11-16 00:00:00.0,""907.2"""
"2013-11-17 00:00:00.0,""904.3"""
"2013-11-18 00:00:00.0,""900.3"""
"2013-11-19 00:00:00.0,""904.4"""
"2013-11-20 00:00:00.0,""906.7"""
"2013-11-21 00:00:00.0,""900.5"""
"2013-11-22 00:00:00.0,""899.4"""
"2013-11-23 00:00:00.0,""902.6"""
"2013-11-24 00:00:00.0,""907.0"""
"2013-11-25 00:00:00.0,""911.3"""
"2013-11-26 00:00:00.0,""911.2"""
"2013-11-27 00:00:00.0,""909.8"""
"2013-11-28 00:00:00.0,""911.3"""
"2013-11-29 00:00:00.0,""913.8"""
"2013-11-30 00:00:00.0,""909.3"""
"2013-12-01 00:00:00.0,""907.5"""
"2013-12-02 00:00:00.0,""907.2"""
"2013-12-03 00:00:00.0,""909.9"""
"2013-12-04 00:00:00.0,""913.5"""
"2013-12-05 00:00:00.0,""914.2"""
"2013-12-06 00:00:00.0,""912.2"""
"2013-12-07 00:00:00.0,""910.0"""
"2013-12-08 00:00:00.0,""910.8"""
"2013-12-09 00:00:00.0,""911.8"""
"2013-12-10 00:00:00.0,""911.2"""
"2013-12-11 00:00:00.0,""909.2"""
"2013-12-12 00:00:00.0,""911.4"""
"2013-12-13 00:00:00.0,""912.3"""
"2013-12-14 00:00:00.0,""916.2"""
"2013-12-15 00:00:00.0,""914.4"""
"2013-12-16 00:00:00.0,""909.7"""
"2013-12-17 00:00:00.0,""909.2"""
"2013-12-18 00:00:00.0,""905.6"""
"2013-12-19 00:00:00.0,""903.1"""
"2013-12-20 00:00:00.0,""915.2"""
"2013-12-21 00:00:00.0,""914.4"""
"2013-12-22 00:00:00.0,""912.9"""
"2013-12-23 00:00:00.0,""903.7"""
"2013-12-24 00:00:00.0,""885.5"""
"2013-12-25 00:00:00.0,""885.4"""
"2013-12-26 00:00:00.0,""898.6"""
"2013-12-27 00:00:00.0,""893.9"""
"2013-12-28 00:00:00.0,""901.4"""
"2013-12-29 00:00:00.0,""911.6"""
"2013-12-30 00:00:00.0,""907.1"""
"2013-12-31 00:00:00.0,""901.3"""
"2014-01-01 00:00:00.0,""896.1"""
"2014-01-02 00:00:00.0,""896.0"""
"2014-01-03 00:00:00.0,""900.3"""
"2014-01-04 00:00:00.0,""896.1"""
"2014-01-05 00:00:00.0,""901.1"""
"2014-01-06 00:00:00.0,""897.9"""
"2014-01-07 00:00:00.0,""900.1"""
"2014-01-08 00:00:00.0,""901.1"""
"2014-01-09 00:00:00.0,""903.3"""
"2014-01-10 00:00:00.0,""901.8"""
"2014-01-11 00:00:00.0,""902.8"""
"2014-01-12 00:00:00.0,""904.1"""
"2014-01-13 00:00:00.0,""903.7"""
"2014-01-14 00:00:00.0,""902.6"""
"2014-01-15 00:00:00.0,""897.5"""
"2014-01-16 00:00:00.0,""891.9"""
"2014-01-17 00:00:00.0,""882.5"""
"2014-01-18 00:00:00.0,""881.5"""
"2014-01-19 00:00:00.0,""890.3"""
"2014-01-20 00:00:00.0,""902.3"""
"2014-01-21 00:00:00.0,""899.7"""
"2014-01-22 00:00:00.0,""903.7"""
"2014-01-23 00:00:00.0,""913.3"""
"2014-01-24 00:00:00.0,""915.2"""
"2014-01-25 00:00:00.0,""915.2"""
"2014-01-26 00:00:00.0,""910.2"""
"2014-01-27 00:00:00.0,""902.0"""
"2014-01-28 00:00:00.0,""890.4"""
"2014-01-29 00:00:00.0,""888.9"""
"2014-01-30 00:00:00.0,""897.8"""
"2014-01-31 00:00:00.0,""897.0"""
"2014-02-01 00:00:00.0,""898.9"""
"2014-02-02 00:00:00.0,""901.0"""
"2014-02-03 00:00:00.0,""891.8"""
"2014-02-04 00:00:00.0,""888.3"""
"2014-02-05 00:00:00.0,""892.0"""
"2014-02-06 00:00:00.0,""887.0"""
"2014-02-07 00:00:00.0,""896.1"""
"2014-02-08 00:00:00.0,""892.4"""
"2014-02-09 00:00:00.0,""883.4"""
"2014-02-10 00:00:00.0,""897.3"""
"2014-02-11 00:00:00.0,""897.7"""
"2014-02-12 00:00:00.0,""899.3"""
"2014-02-13 00:00:00.0,""899.2"""
"2014-02-14 00:00:00.0,""890.6"""
"2014-02-15 00:00:00.0,""896.7"""
"2014-02-16 00:00:00.0,""900.8"""
"2014-02-17 00:00:00.0,""894.5"""
"2014-02-18 00:00:00.0,""902.5"""
"2014-02-19 00:00:00.0,""907.8"""
"2014-02-20 00:00:00.0,""904.2"""
"2014-02-21 00:00:00.0,""905.9"""
"2014-02-22 00:00:00.0,""906.4"""
"2014-02-23 00:00:00.0,""897.9"""
"2014-02-24 00:00:00.0,""898.1"""
"2014-02-25 00:00:00.0,""902.0"""
"2014-02-26 00:00:00.0,""910.2"""
"2014-02-27 00:00:00.0,""911.8"""
"2014-02-28 00:00:00.0,""907.6"""
"2014-03-01 00:00:00.0,""895.7"""
"2014-03-02 00:00:00.0,""895.0"""
"2014-03-03 00:00:00.0,""898.0"""
"2014-03-04 00:00:00.0,""902.9"""
"2014-03-05 00:00:00.0,""907.1"""
"2014-03-06 00:00:00.0,""908.5"""
"2014-03-07 00:00:00.0,""908.4"""
"2014-03-08 00:00:00.0,""906.1"""
"2014-03-09 00:00:00.0,""906.2"""
"2014-03-10 00:00:00.0,""908.6"""
"2014-03-11 00:00:00.0,""907.5"""
"2014-03-12 00:00:00.0,""909.1"""
"2014-03-13 00:00:00.0,""910.3"""
"2014-03-14 00:00:00.0,""912.3"""
"2014-03-15 00:00:00.0,""915.4"""
"2014-03-16 00:00:00.0,""912.7"""
"2014-03-17 00:00:00.0,""909.3"""
"2014-03-18 00:00:00.0,""910.0"""
"2014-03-19 00:00:00.0,""907.9"""
"2014-03-20 00:00:00.0,""905.5"""
"2014-03-21 00:00:00.0,""903.9"""
"2014-03-22 00:00:00.0,""903.5"""
"2014-03-23 00:00:00.0,""906.2"""
"2014-03-24 00:00:00.0,""905.2"""
"2014-03-25 00:00:00.0,""907.9"""
"2014-03-26 00:00:00.0,""906.2"""
"2014-03-27 00:00:00.0,""896.1"""
"2014-03-28 00:00:00.0,""892.0"""
"2014-03-29 00:00:00.0,""891.5"""
"2014-03-30 00:00:00.0,""893.1"""
"2014-03-31 00:00:00.0,""893.7"""
"2014-04-01 00:00:00.0,""887.0"""
"2014-04-02 00:00:00.0,""885.8"""
"2014-04-03 00:00:00.0,""893.1"""
"2014-04-04 00:00:00.0,""900.8"""
"2014-04-05 00:00:00.0,""906.5"""
"2014-04-06 00:00:00.0,""905.3"""
"2014-04-07 00:00:00.0,""905.3"""
"2014-04-08 00:00:00.0,""908.8"""
"2014-04-09 00:00:00.0,""906.9"""
"2014-04-10 00:00:00.0,""903.9"""
"2014-04-11 00:00:00.0,""902.8"""
"2014-04-12 00:00:00.0,""904.2"""
"2014-04-13 00:00:00.0,""907.1"""
"2014-04-14 00:00:00.0,""904.3"""
"2014-04-15 00:00:00.0,""903.8"""
"2014-04-16 00:00:00.0,""906.4"""
"2014-04-17 00:00:00.0,""906.9"""
"2014-04-18 00:00:00.0,""903.3"""
"2014-04-19 00:00:00.0,""896.6"""
"2014-04-20 00:00:00.0,""892.0"""
"2014-04-21 00:00:00.0,""892.7"""
"2014-04-22 00:00:00.0,""900.0"""
"2014-04-23 00:00:00.0,""905.0"""
"2014-04-24 00:00:00.0,""903.9"""
"2014-04-25 00:00:00.0,""905.7"""
"2014-04-26 00:00:00.0,""904.2"""
"2014-04-27 00:00:00.0,""907.2"""
"2014-04-28 00:00:00.0,""906.1"""
"2014-04-29 00:00:00.0,""905.3"""
"2014-04-30 00:00:00.0,""905.2"""
"2014-05-01 00:00:00.0,""907.1"""
"2014-05-02 00:00:00.0,""908.6"""
"2014-05-03 00:00:00.0,""906.5"""
"2014-05-04 00:00:00.0,""903.2"""
"2014-05-05 00:00:00.0,""901.2"""
"2014-05-06 00:00:00.0,""903.8"""
"2014-05-07 00:00:00.0,""907.7"""
"2014-05-08 00:00:00.0,""909.2"""
"2014-05-09 00:00:00.0,""910.3"""
"2014-05-10 00:00:00.0,""909.6"""
"2014-05-11 00:00:00.0,""908.3"""
"2014-05-12 00:00:00.0,""906.3"""
"2014-05-13 00:00:00.0,""910.0"""
"2014-05-14 00:00:00.0,""911.0"""
"2014-05-15 00:00:00.0,""908.3"""
"2014-05-16 00:00:00.0,""905.0"""
"2014-05-17 00:00:00.0,""903.0"""
"2014-05-18 00:00:00.0,""897.4"""
"2014-05-19 00:00:00.0,""891.4"""
"2014-05-20 00:00:00.0,""891.7"""
"2014-05-21 00:00:00.0,""887.8"""
"2014-05-22 00:00:00.0,""896.8"""
"2014-05-23 00:00:00.0,""902.5"""
"2014-05-24 00:00:00.0,""903.3"""
"2014-05-25 00:00:00.0,""904.7"""
"2014-05-26 00:00:00.0,""908.3"""
"2014-05-27 00:00:00.0,""905.2"""
"2014-05-28 00:00:00.0,""905.0"""
"2014-05-29 00:00:00.0,""906.0"""
"2014-05-30 00:00:00.0,""909.5"""
"2014-05-31 00:00:00.0,""909.5"""
"2014-06-01 00:00:00.0,""909.8"""
"2014-06-02 00:00:00.0,""908.9"""
"2014-06-03 00:00:00.0,""906.3"""
"2014-06-04 00:00:00.0,""903.9"""
"2014-06-05 00:00:00.0,""898.1"""
"2014-06-06 00:00:00.0,""894.7"""
"2014-06-07 00:00:00.0,""900.2"""
"2014-06-08 00:00:00.0,""904.7"""
"2014-06-09 00:00:00.0,""904.9"""
"2014-06-10 00:00:00.0,""907.1"""
"2014-06-11 00:00:00.0,""909.1"""
"2014-06-12 00:00:00.0,""910.8"""
"2014-06-13 00:00:00.0,""909.9"""
"2014-06-14 00:00:00.0,""907.1"""
"2014-06-15 00:00:00.0,""905.8"""
"2014-06-16 00:00:00.0,""904.7"""
"2014-06-17 00:00:00.0,""904.2"""
"2014-06-18 00:00:00.0,""904.6"""
"2014-06-19 00:00:00.0,""903.9"""
"2014-06-20 00:00:00.0,""902.7"""
"2014-06-21 00:00:00.0,""902.8"""
"2014-06-22 00:00:00.0,""905.5"""
"2014-06-23 00:00:00.0,""906.1"""
"2014-06-24 00:00:00.0,""905.4"""
"2014-06-25 00:00:00.0,""905.6"""
"2014-06-26 00:00:00.0,""906.0"""
"2014-06-27 00:00:00.0,""905.4"""
"2014-06-28 00:00:00.0,""903.6"""
"2014-06-29 00:00:00.0,""909.0"""
"2014-06-30 00:00:00.0,""905.7"""
"2014-07-01 00:00:00.0,""902.5"""
"2014-07-02 00:00:00.0,""905.8"""
"2014-07-03 00:00:00.0,""907.1"""
"2014-07-04 00:00:00.0,""906.6"""
"2014-07-05 00:00:00.0,""904.0"""
"2014-07-06 00:00:00.0,""903.2"""
"2014-07-07 00:00:00.0,""908.2"""
"2014-07-08 00:00:00.0,""909.9"""
"2014-07-09 00:00:00.0,""909.0"""
"2014-07-10 00:00:00.0,""909.0"""
"2014-07-11 00:00:00.0,""909.0"""
"2014-07-12 00:00:00.0,""907.7"""
"2014-07-13 00:00:00.0,""907.7"""
"2014-07-14 00:00:00.0,""907.9"""
"2014-07-15 00:00:00.0,""907.5"""
"2014-07-16 00:00:00.0,""906.7"""
"2014-07-17 00:00:00.0,""905.2"""
"2014-07-18 00:00:00.0,""901.8"""
"2014-07-19 00:00:00.0,""899.6"""
"2014-07-20 00:00:00.0,""907.6"""
"2014-07-21 00:00:00.0,""910.1"""
"2014-07-22 00:00:00.0,""906.8"""
"2014-07-23 00:00:00.0,""903.7"""
"2014-07-24 00:00:00.0,""903.0"""
"2014-07-25 00:00:00.0,""902.7"""
"2014-07-26 00:00:00.0,""905.0"""
"2014-07-27 00:00:00.0,""907.2"""
"2014-07-28 00:00:00.0,""906.9"""
"2014-07-29 00:00:00.0,""906.3"""
"2014-07-30 00:00:00.0,""904.8"""
"2014-07-31 00:00:00.0,""903.9"""
"2014-08-01 00:00:00.0,""902.2"""
"2014-08-02 00:00:00.0,""900.1"""
"2014-08-03 00:00:00.0,""903.1"""
"2014-08-04 00:00:00.0,""907.0"""
"2014-08-05 00:00:00.0,""909.4"""
"2014-08-06 00:00:00.0,""909.0"""
"2014-08-07 00:00:00.0,""907.0"""
"2014-08-08 00:00:00.0,""903.3"""
"2014-08-09 00:00:00.0,""901.6"""
"2014-08-10 00:00:00.0,""903.3"""
"2014-08-11 00:00:00.0,""907.7"""
"2014-08-12 00:00:00.0,""905.5"""
"2014-08-13 00:00:00.0,""907.4"""
"2014-08-14 00:00:00.0,""908.9"""
"2014-08-15 00:00:00.0,""909.3"""
"2014-08-16 00:00:00.0,""909.5"""
"2014-08-17 00:00:00.0,""905.6"""
"2014-08-18 00:00:00.0,""902.2"""
"2014-08-19 00:00:00.0,""904.0"""
"2014-08-20 00:00:00.0,""906.1"""
"2014-08-21 00:00:00.0,""905.0"""
"2014-08-22 00:00:00.0,""905.8"""
"2014-08-23 00:00:00.0,""907.8"""
"2014-08-24 00:00:00.0,""907.9"""
"2014-08-25 00:00:00.0,""906.5"""
"2014-08-26 00:00:00.0,""905.4"""
"2014-08-27 00:00:00.0,""906.3"""
"2014-08-28 00:00:00.0,""907.2"""
"2014-08-29 00:00:00.0,""908.1"""
"2014-08-30 00:00:00.0,""906.7"""
"2014-08-31 00:00:00.0,""906.9"""
"2014-09-01 00:00:00.0,""906.4"""
"2014-09-02 00:00:00.0,""903.6"""
"2014-09-03 00:00:00.0,""903.2"""
"2014-09-04 00:00:00.0,""904.4"""
"2014-09-05 00:00:00.0,""904.3"""
"2014-09-06 00:00:00.0,""901.9"""
"2014-09-07 00:00:00.0,""900.9"""
"2014-09-08 00:00:00.0,""904.1"""
"2014-09-09 00:00:00.0,""905.0"""
"2014-09-10 00:00:00.0,""902.8"""
"2014-09-11 00:00:00.0,""903.9"""
"2014-09-12 00:00:00.0,""905.5"""
"2014-09-13 00:00:00.0,""906.1"""
"2014-09-14 00:00:00.0,""902.6"""
"2014-09-15 00:00:00.0,""900.2"""
"2014-09-16 00:00:00.0,""892.5"""
"2014-09-17 00:00:00.0,""891.6"""
"2014-09-18 00:00:00.0,""892.4"""
"2014-09-19 00:00:00.0,""896.8"""
"2014-09-20 00:00:00.0,""904.1"""
"2014-09-21 00:00:00.0,""906.6"""
"2014-09-22 00:00:00.0,""903.7"""
"2014-09-23 00:00:00.0,""903.9"""
"2014-09-24 00:00:00.0,""906.2"""
"2014-09-25 00:00:00.0,""908.6"""
"2014-09-26 00:00:00.0,""909.6"""
"2014-09-27 00:00:00.0,""908.0"""
"2014-09-28 00:00:00.0,""908.5"""
"2014-09-29 00:00:00.0,""910.9"""
"2014-09-30 00:00:00.0,""912.5"""
"2014-10-01 00:00:00.0,""912.8"""
"2014-10-02 00:00:00.0,""911.8"""
"2014-10-03 00:00:00.0,""910.0"""
"2014-10-04 00:00:00.0,""908.3"""
"2014-10-05 00:00:00.0,""905.1"""
"2014-10-06 00:00:00.0,""900.2"""
"2014-10-07 00:00:00.0,""898.4"""
"2014-10-08 00:00:00.0,""895.5"""
"2014-10-09 00:00:00.0,""899.5"""
"2014-10-10 00:00:00.0,""901.2"""
"2014-10-11 00:00:00.0,""897.6"""
"2014-10-12 00:00:00.0,""893.4"""
"2014-10-13 00:00:00.0,""894.7"""
"2014-10-14 00:00:00.0,""896.2"""
"2014-10-15 00:00:00.0,""896.0"""
"2014-10-16 00:00:00.0,""897.5"""
"2014-10-17 00:00:00.0,""899.5"""
"2014-10-18 00:00:00.0,""903.2"""
"2014-10-19 00:00:00.0,""907.7"""
"2014-10-20 00:00:00.0,""910.6"""
"2014-10-21 00:00:00.0,""915.1"""
"2014-10-22 00:00:00.0,""916.2"""
"2014-10-23 00:00:00.0,""912.9"""
"2014-10-24 00:00:00.0,""909.0"""
"2014-10-25 00:00:00.0,""908.8"""
"2014-10-26 00:00:00.0,""909.2"""
"2014-10-27 00:00:00.0,""906.6"""
"2014-10-28 00:00:00.0,""902.3"""
"2014-10-29 00:00:00.0,""903.8"""
"2014-10-30 00:00:00.0,""907.0"""
"2014-10-31 00:00:00.0,""906.8"""
"2014-11-01 00:00:00.0,""909.6"""
"2014-11-02 00:00:00.0,""905.5"""
"2014-11-03 00:00:00.0,""893.7"""
"2014-11-04 00:00:00.0,""892.2"""
"2014-11-05 00:00:00.0,""901.0"""
"2014-11-06 00:00:00.0,""900.5"""
"2014-11-07 00:00:00.0,""901.6"""
"2014-11-08 00:00:00.0,""897.1"""
"2014-11-09 00:00:00.0,""898.8"""
"2014-11-10 00:00:00.0,""893.9"""
"2014-11-11 00:00:00.0,""886.8"""
"2014-11-12 00:00:00.0,""893.7"""
"2014-11-13 00:00:00.0,""890.4"""
"2014-11-14 00:00:00.0,""890.9"""
"2014-11-15 00:00:00.0,""894.8"""
"2014-11-16 00:00:00.0,""898.0"""
"2014-11-17 00:00:00.0,""898.6"""
"2014-11-18 00:00:00.0,""895.5"""
"2014-11-19 00:00:00.0,""898.4"""
"2014-11-20 00:00:00.0,""900.2"""
"2014-11-21 00:00:00.0,""901.4"""
"2014-11-22 00:00:00.0,""899.5"""
"2014-11-23 00:00:00.0,""899.9"""
"2014-11-24 00:00:00.0,""905.0"""
"2014-11-25 00:00:00.0,""904.1"""
"2014-11-26 00:00:00.0,""897.5"""
"2014-11-27 00:00:00.0,""881.3"""
"2014-11-28 00:00:00.0,""872.7"""
"2014-11-29 00:00:00.0,""887.5"""
"2014-11-30 00:00:00.0,""894.5"""
"2014-12-01 00:00:00.0,""899.7"""
"2014-12-02 00:00:00.0,""902.0"""
"2014-12-03 00:00:00.0,""900.4"""
"2014-12-04 00:00:00.0,""900.5"""
"2014-12-05 00:00:00.0,""908.4"""
"2014-12-06 00:00:00.0,""914.3"""
"2014-12-07 00:00:00.0,""915.8"""
"2014-12-08 00:00:00.0,""916.7"""
"2014-12-09 00:00:00.0,""918.2"""
"2014-12-10 00:00:00.0,""918.2"""
"2014-12-11 00:00:00.0,""914.4"""
"2014-12-12 00:00:00.0,""900.3"""
"2014-12-13 00:00:00.0,""894.4"""
"2014-12-14 00:00:00.0,""901.7"""
"2014-12-15 00:00:00.0,""907.5"""
"2014-12-16 00:00:00.0,""909.0"""
"2014-12-17 00:00:00.0,""913.8"""
"2014-12-18 00:00:00.0,""915.1"""
"2014-12-19 00:00:00.0,""916.9"""
"2014-12-20 00:00:00.0,""919.0"""
"2014-12-21 00:00:00.0,""917.5"""
"2014-12-22 00:00:00.0,""913.9"""
"2014-12-23 00:00:00.0,""912.5"""
"2014-12-24 00:00:00.0,""914.7"""
"2014-12-25 00:00:00.0,""918.8"""
"2014-12-26 00:00:00.0,""917.8"""
"2014-12-27 00:00:00.0,""912.6"""
"2014-12-28 00:00:00.0,""909.0"""
"2014-12-29 00:00:00.0,""917.5"""
"2014-12-30 00:00:00.0,""918.3"""
"2014-12-31 00:00:00.0,""917.5"""
"2015-01-01 00:00:00.0,""920.0"""
"2015-01-02 00:00:00.0,""922.3"""
"2015-01-03 00:00:00.0,""922.1"""
"2015-01-04 00:00:00.0,""918.8"""
"2015-01-05 00:00:00.0,""913.3"""
"2015-01-06 00:00:00.0,""912.3"""
"2015-01-07 00:00:00.0,""915.4"""
"2015-01-08 00:00:00.0,""922.0"""
"2015-01-09 00:00:00.0,""926.3"""
"2015-01-10 00:00:00.0,""920.5"""
"2015-01-11 00:00:00.0,""918.1"""
"2015-01-12 00:00:00.0,""912.9"""
"2015-01-13 00:00:00.0,""907.6"""
"2015-01-14 00:00:00.0,""907.7"""
"2015-01-15 00:00:00.0,""896.4"""
"2015-01-16 00:00:00.0,""901.4"""
"2015-01-17 00:00:00.0,""904.4"""
"2015-01-18 00:00:00.0,""896.5"""
"2015-01-19 00:00:00.0,""901.8"""
"2015-01-20 00:00:00.0,""897.5"""
"2015-01-21 00:00:00.0,""898.8"""
"2015-01-22 00:00:00.0,""904.8"""
"2015-01-23 00:00:00.0,""910.9"""
"2015-01-24 00:00:00.0,""914.8"""
"2015-01-25 00:00:00.0,""915.7"""
"2015-01-26 00:00:00.0,""916.0"""
"2015-01-27 00:00:00.0,""915.9"""
"2015-01-28 00:00:00.0,""912.2"""
"2015-01-29 00:00:00.0,""901.7"""
"2015-01-30 00:00:00.0,""891.0"""
"2015-01-31 00:00:00.0,""892.2"""
"2015-02-01 00:00:00.0,""902.2"""
"2015-02-02 00:00:00.0,""893.9"""
"2015-02-03 00:00:00.0,""891.9"""
"2015-02-04 00:00:00.0,""899.5"""
"2015-02-05 00:00:00.0,""905.3"""
"2015-02-06 00:00:00.0,""900.7"""
"2015-02-07 00:00:00.0,""903.7"""
"2015-02-08 00:00:00.0,""909.2"""
"2015-02-09 00:00:00.0,""906.7"""
"2015-02-10 00:00:00.0,""905.8"""
"2015-02-11 00:00:00.0,""904.2"""
"2015-02-12 00:00:00.0,""903.7"""
"2015-02-13 00:00:00.0,""904.2"""
"2015-02-14 00:00:00.0,""901.3"""
"2015-02-15 00:00:00.0,""902.5"""
"2015-02-16 00:00:00.0,""908.7"""
"2015-02-17 00:00:00.0,""916.8"""
"2015-02-18 00:00:00.0,""916.4"""
"2015-02-19 00:00:00.0,""913.6"""
"2015-02-20 00:00:00.0,""904.1"""
"2015-02-21 00:00:00.0,""901.5"""
"2015-02-22 00:00:00.0,""904.3"""
"2015-02-23 00:00:00.0,""903.2"""
"2015-02-24 00:00:00.0,""913.1"""
"2015-02-25 00:00:00.0,""917.2"""
"2015-02-26 00:00:00.0,""913.9"""
"2015-02-27 00:00:00.0,""912.3"""
"2015-02-28 00:00:00.0,""910.8"""
"2015-03-01 00:00:00.0,""909.3"""
"2015-03-02 00:00:00.0,""909.9"""
"2015-03-03 00:00:00.0,""910.4"""
"2015-03-04 00:00:00.0,""917.8"""
"2015-03-05 00:00:00.0,""916.9"""
"2015-03-06 00:00:00.0,""914.8"""
"2015-03-07 00:00:00.0,""914.6"""
"2015-03-08 00:00:00.0,""912.3"""
"2015-03-09 00:00:00.0,""911.9"""
"2015-03-10 00:00:00.0,""911.8"""
"2015-03-11 00:00:00.0,""911.7"""
"2015-03-12 00:00:00.0,""909.6"""
"2015-03-13 00:00:00.0,""912.0"""
"2015-03-14 00:00:00.0,""910.0"""
"2015-03-15 00:00:00.0,""905.0"""
"2015-03-16 00:00:00.0,""901.0"""
"2015-03-17 00:00:00.0,""900.3"""
"2015-03-18 00:00:00.0,""903.7"""
"2015-03-19 00:00:00.0,""903.1"""
"2015-03-20 00:00:00.0,""899.3"""
"2015-03-21 00:00:00.0,""897.5"""
"2015-03-22 00:00:00.0,""898.2"""
"2015-03-23 00:00:00.0,""895.4"""
"2015-03-24 00:00:00.0,""898.6"""
"2015-03-25 00:00:00.0,""902.3"""
"2015-03-26 00:00:00.0,""907.4"""
"2015-03-27 00:00:00.0,""915.5"""
"2015-03-28 00:00:00.0,""916.6"""
"2015-03-29 00:00:00.0,""915.9"""
"2015-03-30 00:00:00.0,""916.7"""
"2015-03-31 00:00:00.0,""917.4"""
"2015-04-01 00:00:00.0,""915.4"""
"2015-04-02 00:00:00.0,""912.0"""
"2015-04-03 00:00:00.0,""907.9"""
"2015-04-04 00:00:00.0,""901.7"""
"2015-04-05 00:00:00.0,""899.1"""
"2015-04-06 00:00:00.0,""902.3"""
"2015-04-07 00:00:00.0,""906.6"""
"2015-04-08 00:00:00.0,""907.8"""
"2015-04-09 00:00:00.0,""907.2"""
"2015-04-10 00:00:00.0,""907.2"""
"2015-04-11 00:00:00.0,""911.0"""
"2015-04-12 00:00:00.0,""910.7"""
"2015-04-13 00:00:00.0,""911.0"""
"2015-04-14 00:00:00.0,""906.1"""
"2015-04-15 00:00:00.0,""902.3"""
"2015-04-16 00:00:00.0,""902.2"""
"2015-04-17 00:00:00.0,""903.1"""
"2015-04-18 00:00:00.0,""900.7"""
"2015-04-19 00:00:00.0,""904.3"""
"2015-04-20 00:00:00.0,""905.9"""
"2015-04-21 00:00:00.0,""905.2"""
"2015-04-22 00:00:00.0,""905.4"""
"2015-04-23 00:00:00.0,""905.2"""
"2015-04-24 00:00:00.0,""901.3"""
"2015-04-25 00:00:00.0,""897.5"""
"2015-04-26 00:00:00.0,""895.0"""
