"Instante lectura","Humidade relativa media a 1.5m"
"2018-06-13 00:00:00.0","78.0"
"2018-06-14 00:00:00.0","75.0"
"2018-06-15 00:00:00.0","86.0"
"2018-06-16 00:00:00.0","77.0"
"2018-06-17 00:00:00.0","73.0"
"2018-06-18 00:00:00.0","68.0"
"2018-06-19 00:00:00.0","68.0"
"2018-06-20 00:00:00.0","77.0"
"2018-06-21 00:00:00.0","77.0"
"2018-06-22 00:00:00.0","77.0"
"2018-06-23 00:00:00.0","71.0"
"2018-06-24 00:00:00.0","76.0"
"2018-06-25 00:00:00.0","90.0"
"2018-06-26 00:00:00.0","91.0"
"2018-06-27 00:00:00.0","82.0"
"2018-06-28 00:00:00.0","85.0"
"2018-06-29 00:00:00.0","76.0"
"2018-06-30 00:00:00.0","93.0"
"2018-07-01 00:00:00.0","93.0"
"2018-07-02 00:00:00.0","91.0"
"2018-07-03 00:00:00.0","82.0"
"2018-07-04 00:00:00.0","83.0"
"2018-07-05 00:00:00.0","83.0"
"2018-07-06 00:00:00.0","82.0"
"2018-07-07 00:00:00.0","76.0"
"2018-07-08 00:00:00.0","75.0"
"2018-07-09 00:00:00.0","70.0"
"2018-07-10 00:00:00.0","72.0"
"2018-07-11 00:00:00.0","82.0"
"2018-07-12 00:00:00.0","74.0"
"2018-07-13 00:00:00.0","79.0"
"2018-07-14 00:00:00.0","84.0"
"2018-07-15 00:00:00.0","86.0"
"2018-07-16 00:00:00.0","81.0"
